energy	num_occurrences	sample
-8.000000	246	[0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0]
-6.000000	7	[0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0]
-6.000000	1	[0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0]
-6.000000	13	[0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0]
-6.000000	1	[0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0]
-6.000000	25	[0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0]
-6.000000	2	[0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0]
-6.000000	100	[0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0]
-6.000000	5	[0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0]
-6.000000	9	[0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0]
-6.000000	2	[0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0]
-6.000000	14	[0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0]
-6.000000	26	[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
-6.000000	1	[0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0]
-6.000000	23	[0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1]
-6.000000	1	[0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0]
-6.000000	4	[1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0]
-6.000000	80	[0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
-6.000000	1	[0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1]
-6.000000	9	[1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0]
-6.000000	1	[0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0]
-6.000000	2	[1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0]
-6.000000	5	[0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0]
-6.000000	1	[0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0]
-6.000000	6	[0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1]
-6.000000	276	[0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0]
-6.000000	8	[0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0]
-6.000000	1	[0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1]
-6.000000	3	[1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0]
-6.000000	55	[0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0]
-6.000000	9	[0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0]
-6.000000	1	[0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0]
-6.000000	1	[0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0]
-6.000000	2	[1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0]
-6.000000	18	[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
-6.000000	27	[1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0]
-6.000000	1	[1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0]
-6.000000	30	[0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0]
-6.000000	1	[0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0]
-6.000000	4	[1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0]
-6.000000	4	[0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0]
-6.000000	1	[0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0]
-6.000000	10	[0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1]
-6.000000	18	[0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0]
-6.000000	2	[1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0]
-6.000000	32	[0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0]
-6.000000	5	[0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0]
-6.000000	2	[0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0]
-6.000000	1	[0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0]
-6.000000	5	[0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0]
-6.000000	344	[0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1]
-6.000000	12	[1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0]
-6.000000	2	[0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0]
-6.000000	13	[0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0]
-6.000000	3	[1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0]
-6.000000	1	[1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0]
-6.000000	1	[0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0]
-4.000000	13	[0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0]
-4.000000	1	[0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0]
-4.000000	3	[0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0]
-2.000000	10	[0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0]
-2.000000	1	[0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1]
-4.000000	18	[0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1]
-2.000000	2	[0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1]
-2.000000	14	[0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1]
-4.000000	1	[0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1]
-2.000000	2	[0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1]
-4.000000	1	[0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1]
-2.000000	1	[0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1]
-4.000000	1	[0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1]
-6.000000	2	[0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1]
-4.000000	1	[1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0]
